ID,Age,IQ,Q1,Q2,Q3,Q4,Q5,Time Seconds,Label
70,10,5,N,Y,Y,N,Y,173,N
71,10,3,Y,Y,Y,N,Y,102,N
72,10,4,N,Y,Y,Y,N,259,N
73,10,2,Y,Y,Y,Y,Y,132,N
74,10,1,Y,Y,Y,N,N,217,N
75,10,4,N,Y,N,Y,N,94,N
76,10,3,Y,N,Y,Y,Y,93,N
77,10,4,Y,Y,Y,N,N,88,N
78,10,5,N,Y,Y,Y,Y,158,N
79,10,4,Y,Y,Y,Y,N,112,N
80,10,3,N,N,Y,Y,N,113,N
81,10,4,Y,Y,Y,N,Y,181,N
82,10,5,Y,Y,Y,N,Y,267,N
83,10,4,Y,Y,Y,Y,N,289,N
84,10,3,N,Y,Y,Y,Y,167,N
85,10,2,Y,N,Y,N,Y,124,N
86,10,3,Y,N,Y,N,Y,84,N
87,10,2,Y,Y,N,Y,Y,85,N
88,10,3,Y,Y,Y,Y,Y,272,N
89,10,4,Y,N,Y,Y,N,228,N
90,10,5,Y,Y,Y,Y,Y,84,N
91,10,5,Y,Y,Y,,Y,89,N
92,10,4,Y,Y,Y,Y,N,147,N
93,10,3,Y,Y,Y,N,Y,211,N
94,10,4,Y,Y,N,Y,N,276,N
95,10,4,N,Y,N,N,Y,113,N
96,10,4,Y,Y,N,Y,Y,86,N
97,10,4,Y,Y,Y,Y,Y,119,N
98,10,4,Y,Y,Y,Y,N,120,N
99,10,1,Y,Y,Y,Y,Y,226,N
100,10,3,Y,Y,Y,Y,Y,238,N
101,10,4,Y,Y,Y,Y,N,118,N
102,10,3,Y,Y,Y,Y,N,83,N
103,8,3,Y,Y,Y,Y,N,149,N
104,8,3,Y,Y,Y,N,N,83,N
105,8,3,N,N,N,Y,Y,272,N
106,8,4,,Y,Y,Y,Y,206,N
107,8,4,Y,Y,N,Y,N,189,N
108,8,4,Y,Y,N,,N,216,N
109,8,3,Y,Y,N,Y,N,143,N
110,8,4,Y,Y,Y,Y,N,86,N
111,8,4,Y,Y,N,N,Y,106,N
112,8,4,Y,Y,N,,,239,N
113,8,2,N,Y,Y,Y,N,261,N
114,8,3,Y,Y,Y,Y,Y,122,N
115,8,4,Y,,N,N,N,289,N
116,8,3,N,Y,Y,Y,N,124,N
117,8,4,Y,Y,N,Y,Y,136,N
118,8,3,Y,Y,Y,N,N,140,N
119,8,2,Y,Y,Y,N,N,96,N
120,8,3,,Y,Y,Y,Y,99,N
121,8,4,Y,Y,Y,Y,N,150,N
122,8,3,Y,N,Y,Y,,152,N
123,8,4,Y,Y,Y,Y,N,80,N
124,8,5,Y,Y,Y,Y,Y,140,N
125,8,4,N,N,Y,Y,Y,139,N
126,8,2,Y,Y,Y,Y,N,165,N
127,8,4,Y,Y,Y,Y,N,123,N
128,8,2,Y,N,N,N,Y,113,N
129,8,5,Y,Y,Y,Y,N,148,N
130,8,4,Y,Y,Y,N,Y,110,N
131,8,5,N,Y,Y,Y,Y,103,N
132,8,5,Y,Y,Y,Y,Y,156,N
133,8,5,Y,Y,Y,Y,Y,106,N
134,8,5,Y,Y,Y,Y,Y,292,N
135,8,4,Y,Y,Y,N,Y,201,N
136,8,4,Y,N,Y,Y,Y,134,N
137,8,3,Y,Y,Y,Y,,257,N
138,8,5,N,Y,N,Y,Y,113,N
139,8,4,Y,Y,Y,Y,Y,186,N
140,8,3,Y,Y,Y,Y,N,143,N
141,8,3,Y,Y,Y,Y,N,219,N
142,8,5,Y,N,Y,Y,Y,134,N
143,8,4,N,Y,N,N,Y,116,N
144,9,3,Y,Y,N,Y,Y,107,N
145,9,4,Y,Y,Y,Y,Y,198,N
146,9,5,Y,Y,Y,Y,,114,N
147,9,4,Y,Y,Y,Y,N,198,N
148,9,3,Y,Y,,Y,,234,N
149,9,2,Y,Y,Y,Y,N,172,N
150,9,5,Y,N,Y,Y,Y,204,N
151,9,4,Y,Y,Y,Y,N,252,N
152,9,3,N,Y,N,N,N,88,N
153,9,5,Y,Y,Y,Y,N,112,N
154,9,4,Y,Y,N,Y,Y,145,N
155,9,3,Y,Y,Y,Y,Y,297,N
156,9,2,Y,Y,Y,Y,Y,106,N
157,9,3,Y,Y,Y,N,Y,95,N
158,9,2,Y,Y,Y,Y,Y,125,N
159,9,3,Y,Y,Y,N,N,140,N
160,9,4,Y,Y,Y,Y,Y,86,N
161,9,3,Y,Y,Y,Y,N,122,N
162,9,4,Y,Y,Y,Y,N,148,N
163,9,5,Y,Y,Y,Y,N,129,N
164,9,3,Y,Y,Y,,N,159,N
165,9,2,Y,Y,Y,N,Y,285,N
166,9,3,Y,Y,Y,Y,Y,143,N
167,9,4,Y,Y,Y,N,N,190,N
168,9,4,Y,Y,N,Y,N,134,N
169,9,4,Y,Y,Y,Y,N,197,N
170,9,4,N,N,N,Y,Y,299,N
171,9,4,Y,Y,Y,Y,Y,132,N
172,9,3,Y,N,Y,N,Y,102,N
173,9,3,Y,N,Y,N,N,138,N
174,9,3,Y,Y,Y,N,N,216,N
175,9,5,Y,Y,Y,Y,Y,106,N
176,9,5,Y,Y,N,Y,N,209,N
177,9,4,Y,Y,Y,Y,N,288,N
178,9,5,Y,Y,Y,Y,Y,122,N
179,9,4,Y,Y,N,Y,Y,285,N
180,9,5,Y,Y,Y,Y,Y,254,N
181,9,4,Y,Y,N,Y,Y,125,N
182,9,3,Y,Y,N,N,N,133,N
183,9,3,N,Y,Y,Y,Y,146,N
184,9,4,Y,Y,N,Y,Y,237,N
185,9,3,Y,Y,Y,Y,Y,99,N
186,9,4,Y,N,Y,Y,Y,85,N
187,9,4,Y,Y,Y,Y,Y,92,N
188,9,4,Y,Y,N,N,Y,82,N
189,9,4,Y,Y,N,Y,Y,91,N
190,9,4,Y,Y,Y,Y,N,259,N
191,10,4,Y,Y,Y,Y,Y,209,N
192,10,5,Y,Y,Y,Y,N,85,N
193,10,5,,Y,N,N,Y,160,N
194,10,5,Y,Y,Y,Y,Y,204,N
195,10,5,Y,Y,,Y,N,205,N
196,10,4,N,N,Y,N,Y,202,N
197,10,3,Y,Y,Y,N,Y,104,N
198,10,2,N,Y,N,Y,N,192,N
199,10,4,Y,Y,Y,Y,N,147,N
200,10,4,Y,Y,N,Y,,153,N
201,10,3,Y,Y,Y,N,N,156,N
202,10,4,Y,Y,Y,Y,Y,101,N
203,10,3,Y,Y,Y,Y,N,144,N
204,10,3,Y,N,Y,Y,N,189,N
205,10,3,Y,Y,N,Y,N,147,N
206,10,3,Y,Y,N,Y,N,161,N
207,10,3,Y,Y,Y,Y,Y,100,N
208,10,3,N,Y,Y,Y,Y,137,N
209,10,4,N,N,Y,N,Y,195,N
210,10,4,Y,Y,Y,Y,N,117,N
211,10,4,Y,Y,Y,N,Y,106,N
212,10,4,N,Y,Y,Y,Y,139,N
213,10,2,Y,Y,Y,Y,Y,105,N
214,10,2,Y,Y,N,Y,N,200,N
215,10,5,Y,Y,Y,Y,Y,98,N
216,10,1,Y,Y,,N,Y,138,N
217,10,4,Y,Y,Y,N,N,147,N
218,10,4,Y,Y,Y,Y,,131,N
219,10,3,Y,Y,N,Y,Y,146,N
220,10,3,Y,Y,Y,Y,Y,138,N
221,10,4,Y,Y,Y,Y,Y,230,N
222,10,4,Y,Y,Y,Y,Y,281,N
223,10,4,Y,Y,Y,N,Y,101,N
224,10,3,Y,Y,N,Y,N,241,N
225,10,3,Y,Y,Y,Y,,108,N
226,10,3,Y,Y,Y,Y,Y,131,N
227,10,3,Y,Y,N,N,N,151,N
228,10,5,Y,Y,Y,N,Y,137,N
229,10,2,Y,Y,N,Y,N,289,N
230,8,3,Y,Y,Y,Y,Y,88,N
231,8,3,Y,Y,Y,Y,N,239,N
232,8,3,N,Y,Y,Y,N,97,N
233,8,3,Y,Y,N,Y,Y,149,N
234,8,3,Y,Y,N,Y,N,82,N
235,8,3,Y,Y,Y,N,Y,104,N
236,8,4,Y,N,N,,Y,238,N
237,8,4,Y,Y,Y,Y,N,97,N
238,8,4,Y,Y,Y,Y,Y,89,N
239,8,4,Y,Y,N,Y,,148,N
240,8,3,N,Y,Y,N,N,273,N
241,8,5,N,Y,Y,Y,Y,132,N
242,8,3,Y,Y,Y,Y,Y,148,N
243,8,3,Y,Y,N,Y,N,154,N
244,8,4,Y,Y,Y,Y,Y,159,N
245,8,3,N,Y,Y,Y,Y,201,N
246,8,4,N,Y,Y,Y,N,215,N
247,8,5,Y,Y,Y,N,Y,105,N
248,8,5,Y,Y,Y,N,Y,109,N
249,8,4,N,Y,Y,Y,N,169,N
250,8,5,N,Y,Y,Y,N,152,N
251,8,4,N,Y,N,N,Y,244,N
252,8,3,Y,Y,N,Y,Y,128,N
253,8,4,Y,N,Y,Y,Y,105,N
254,8,5,N,Y,Y,Y,Y,207,N
255,8,4,Y,Y,Y,Y,Y,272,N
256,8,2,Y,Y,Y,Y,Y,127,N
257,8,4,Y,Y,Y,N,Y,146,N
258,8,5,Y,Y,Y,Y,Y,107,N
259,8,4,Y,Y,Y,Y,Y,110,N
260,8,3,Y,N,N,N,N,115,N
261,8,4,Y,Y,Y,Y,N,107,N
262,8,5,Y,Y,Y,Y,N,128,N
263,8,5,Y,Y,Y,N,Y,103,N
264,8,3,Y,Y,Y,Y,,143,N
265,8,4,Y,Y,N,Y,,118,N
266,8,5,N,Y,Y,Y,Y,215,N
267,8,4,Y,Y,Y,Y,N,138,N
268,8,3,Y,Y,N,Y,N,125,N
269,8,4,Y,N,N,Y,N,234,N
270,8,4,Y,Y,Y,N,N,115,N
271,8,4,N,Y,N,Y,N,112,N
272,8,4,Y,Y,Y,N,Y,140,N
273,8,3,Y,Y,Y,Y,Y,298,N
274,8,3,N,Y,Y,N,Y,270,N
275,8,3,Y,N,Y,Y,Y,95,N
276,8,3,Y,Y,,N,Y,170,N
277,8,3,Y,Y,Y,Y,N,115,N
278,8,2,Y,Y,Y,Y,,254,N
279,8,4,Y,Y,Y,N,Y,145,N
280,8,5,Y,Y,Y,,N,267,N
281,8,4,N,N,Y,Y,N,93,N
282,8,3,Y,Y,Y,Y,N,81,N
283,9,4,Y,Y,Y,N,N,145,N
284,9,5,Y,,Y,N,Y,114,N
285,9,4,Y,Y,Y,Y,N,123,N
286,9,3,Y,Y,Y,N,Y,139,N
287,9,2,Y,N,Y,N,N,210,N
288,9,3,Y,Y,N,Y,Y,259,N
289,9,3,Y,Y,Y,Y,Y,201,N
290,9,3,Y,Y,Y,Y,Y,152,N
291,9,3,Y,Y,N,Y,N,155,N
292,9,3,Y,Y,Y,Y,,140,N
293,9,3,Y,Y,Y,N,Y,158,N
294,9,4,Y,Y,Y,Y,Y,87,N
295,9,4,Y,N,Y,N,N,279,N
296,9,4,Y,Y,N,Y,Y,109,N
297,9,4,Y,Y,Y,Y,N,183,N
298,9,4,N,Y,Y,Y,,120,N
299,9,4,Y,Y,Y,,Y,126,N
300,9,4,Y,Y,Y,N,Y,145,N
301,9,5,N,Y,N,Y,,82,N
302,9,5,N,Y,Y,Y,N,143,N
303,9,5,Y,Y,Y,,N,102,N
304,9,5,Y,Y,Y,Y,Y,127,N
305,9,5,Y,Y,N,N,Y,235,N
306,9,5,Y,Y,Y,Y,Y,122,N
307,9,5,Y,Y,N,Y,N,126,N
308,9,4,Y,Y,N,Y,N,112,N
309,9,3,Y,Y,Y,Y,N,141,N
310,9,4,Y,Y,,Y,,198,N
311,9,5,N,N,Y,Y,N,138,N
312,9,4,Y,Y,Y,Y,N,187,N
313,9,3,Y,Y,Y,Y,Y,134,N
314,9,4,Y,Y,Y,Y,Y,224,N
315,9,5,Y,N,Y,Y,Y,254,N
316,9,4,Y,Y,Y,N,N,230,N
317,9,3,Y,Y,Y,Y,N,125,N
318,9,4,Y,N,N,N,Y,169,N
319,9,5,Y,Y,N,Y,N,110,N
320,9,5,Y,Y,N,Y,Y,198,N
321,9,3,N,Y,Y,Y,Y,145,N
322,9,4,Y,Y,N,Y,Y,114,N
323,9,5,N,Y,Y,Y,N,141,N
324,9,3,Y,Y,N,Y,N,92,N
325,9,4,Y,Y,Y,N,Y,157,N
326,9,1,Y,Y,Y,Y,Y,115,N
327,9,4,Y,Y,Y,Y,N,146,N
328,10,4,Y,Y,N,N,,244,N
329,10,4,N,Y,N,N,Y,198,N
330,10,4,Y,Y,N,Y,N,230,N
331,10,4,Y,Y,Y,Y,Y,116,N
332,10,5,Y,N,Y,N,Y,219,N
333,10,1,Y,N,N,Y,Y,116,N
334,10,5,Y,Y,N,Y,Y,116,Y
335,10,5,Y,N,Y,N,Y,273,Y
336,10,5,Y,,Y,Y,N,149,Y
337,10,4,Y,Y,N,Y,Y,83,Y
338,10,3,Y,N,Y,Y,N,135,Y
339,10,5,Y,N,Y,N,Y,246,Y
340,10,5,Y,Y,Y,Y,N,85,Y
341,10,3,Y,Y,Y,N,N,202,Y
342,10,4,Y,Y,Y,N,Y,129,Y
343,10,3,Y,N,Y,Y,Y,180,Y
344,10,4,Y,Y,Y,,Y,114,Y
345,10,5,Y,Y,Y,N,Y,112,Y
346,10,4,N,N,Y,N,N,124,Y
347,10,5,Y,Y,Y,N,Y,123,Y
348,10,4,Y,Y,N,Y,Y,139,Y
349,10,3,Y,Y,Y,Y,N,133,Y
350,10,2,Y,Y,Y,N,Y,165,Y
351,10,3,Y,Y,N,Y,N,115,Y
352,10,4,N,Y,N,Y,Y,120,Y
353,10,4,N,Y,N,Y,Y,227,Y
354,10,5,N,Y,Y,Y,Y,136,Y
355,10,4,Y,,Y,Y,Y,129,Y
356,10,3,Y,Y,Y,Y,Y,298,Y
357,10,4,Y,N,Y,Y,N,246,Y
358,10,5,N,Y,Y,Y,Y,98,Y
359,10,4,Y,Y,Y,Y,Y,99,Y
360,10,3,Y,N,Y,N,Y,127,Y
361,10,4,Y,Y,Y,Y,N,146,Y
362,10,5,Y,Y,N,Y,Y,169,Y
363,10,4,Y,N,N,Y,N,190,Y
364,10,4,Y,Y,N,N,Y,114,Y
365,10,4,Y,Y,N,Y,N,131,Y
366,10,4,Y,Y,N,Y,Y,138,Y
367,10,4,N,Y,N,Y,N,105,Y
368,10,3,Y,Y,N,N,N,126,Y
369,10,3,Y,Y,N,Y,N,110,Y
370,10,3,Y,Y,Y,Y,Y,278,Y
371,10,5,N,Y,Y,Y,N,135,Y
372,10,3,Y,Y,Y,N,N,105,Y
373,10,5,Y,Y,Y,Y,N,126,Y
374,10,5,Y,Y,Y,Y,Y,133,Y
375,10,5,Y,Y,Y,Y,Y,287,Y
376,10,4,N,Y,Y,Y,Y,132,Y
377,10,3,Y,Y,Y,N,Y,114,Y
378,10,4,Y,Y,Y,N,N,82,Y
379,10,5,Y,Y,Y,Y,N,142,Y
380,10,4,Y,Y,Y,Y,Y,95,Y
381,10,3,Y,Y,Y,Y,N,106,Y
382,10,2,Y,Y,N,Y,N,197,Y
383,10,3,Y,Y,,Y,N,87,Y
384,10,4,Y,Y,Y,Y,Y,177,Y
385,10,4,Y,Y,Y,N,Y,258,Y
386,10,4,Y,Y,N,Y,Y,108,Y
387,10,5,Y,Y,Y,Y,,104,Y
388,10,4,Y,Y,Y,Y,Y,198,Y
389,10,3,Y,Y,Y,Y,Y,153,Y
390,10,4,Y,N,N,Y,Y,110,Y
391,10,5,N,Y,Y,Y,Y,85,Y
392,10,4,Y,Y,Y,Y,Y,112,Y
393,10,3,N,Y,Y,N,N,88,Y
394,10,4,Y,Y,Y,Y,Y,114,Y
395,10,4,Y,Y,Y,Y,Y,87,Y
396,10,4,Y,Y,N,Y,Y,163,Y
397,10,5,N,Y,N,Y,Y,199,Y
398,10,5,Y,Y,Y,Y,N,123,Y
399,10,5,Y,Y,Y,N,N,100,Y
400,10,3,Y,Y,Y,Y,N,169,Y
401,10,3,Y,Y,N,Y,N,141,Y
402,10,3,N,Y,Y,Y,Y,144,Y
403,10,2,Y,Y,N,N,Y,125,Y
404,10,2,Y,Y,,Y,Y,222,Y
405,10,3,N,N,Y,Y,Y,231,Y
406,10,1,N,Y,Y,Y,Y,142,Y
407,10,5,Y,Y,Y,Y,Y,270,Y
408,10,4,Y,Y,Y,Y,Y,110,Y
409,10,2,Y,Y,Y,Y,Y,186,Y
410,10,4,Y,Y,Y,Y,Y,116,Y
411,10,5,Y,Y,Y,Y,Y,223,Y
412,10,4,N,Y,Y,Y,N,141,Y
413,10,3,Y,Y,N,Y,Y,109,Y
414,10,4,N,Y,Y,Y,N,111,Y
415,10,5,Y,N,Y,N,,124,Y
416,10,4,Y,Y,Y,Y,N,142,Y
417,10,3,Y,Y,Y,Y,,82,Y
418,10,4,Y,N,Y,Y,Y,102,Y
419,10,3,Y,N,N,Y,N,286,Y
420,10,4,Y,Y,N,Y,Y,142,Y
